,datetime,team2,team1_code,team2_code,round,score1,score2,adj_score1,adj_score2,xG_Shot_Home,xG_Shot_Away,xG_Non-Shot_Home,xG_Non-Shot_Away,group,matchday
185,1-Nov-2017,Apoel Nicosia,DOR,NIC,g,1,1,1.05,1.05,2.359,0.578,3.372,0.312,H,4
186,1-Nov-2017,Feyenoord,SHK,FEY,g,3,1,3.15,1.05,2.912,0.834,1.923,0.7,F,4
187,1-Nov-2017,RB Leipzig,POR,RBL,g,3,1,2.625,1.05,1.56,0.385,1.122,0.562,G,4
188,1-Nov-2017,Spartak Moscow,SEV,SPM,g,2,1,2.1,1.05,1.093,1.092,1.445,0.664,E,4
189,21-Nov-2017,FC Porto,BES,POR,g,1,1,1.05,1.05,0.89,0.711,0.617,0.645,G,5
190,21-Nov-2017,NK Maribor,SPM,MAR,g,1,1,1.05,1.05,1.458,1.23,2.188,0.91,E,5
191,21-Nov-2017,Real Madrid,NIC,MAD,g,0,6,0,6.3,0.414,3.789,0.667,2.468,H,5
192,21-Nov-2017,Feyenoord,MNC,FEY,g,1,0,1.05,0,1.271,0.258,2.106,0.359,F,5
193,21-Nov-2017,Shakhtar Donetsk,NAP,SHK,g,3,0,2.55,0,1.856,0.464,1.24,1.311,F,5
194,21-Nov-2017,Tottenham Hotspur,DOR,TOT,g,1,2,1.05,2.1,0.868,1.585,1.471,1.54,H,5
195,21-Nov-2017,RB Leipzig,MON,RBL,g,1,4,1.05,4.2,0.591,1.413,1.438,0.748,G,5
196,21-Nov-2017,Liverpool,SEV,LIV,g,3,3,3.15,3.15,1.969,3.076,1.085,0.986,E,5
197,22-Nov-2017,Benfica,CSKA,BEN,g,2,0,2.1,0,1.036,0.956,1.315,1.272,A,5
198,22-Nov-2017,Chelsea,QBG,CHE,g,0,4,0,3.016,0.259,3.737,0.224,2.127,C,5
199,22-Nov-2017,Bayern Munich,RSCA,BMU,g,1,2,1.05,2.1,1.799,2.636,1.316,1.483,B,5
200,22-Nov-2017,Barcelona,JUV,BAR,g,0,0,0,0,0.6,0.511,1.269,1.042,D,5
201,22-Nov-2017,AS Roma,ATL,ROM,g,2,0,1.578,0,1.068,0.481,2.185,0.953,C,5
202,22-Nov-2017,Olympiacos,SCP,OLY,g,3,1,3.15,1.05,1.481,0.447,1.662,0.446,D,5
203,22-Nov-2017,Celtic,PSG,CEL,g,7,1,6.761,1.05,2.229,0.396,2.415,0.725,B,5
204,22-Nov-2017,Manchester United,BAS,MAN,g,1,0,1.05,0,0.959,1.394,0.213,2.021,A,5
205,5-Dec-2017,Atletico Madrid,CHE,ATL,g,1,1,1.05,1.05,2.847,0.921,2.46,0.915,C,6
206,5-Dec-2017,CSKA Moscow,MAN,CSKA,g,2,1,2.1,1.05,2.268,0.857,1.977,1.186,A,6
207,5-Dec-2017,Anderlecht,CEL,RSCA,g,0,1,0,1.05,0.732,0.787,1.189,0.829,B,6
208,5-Dec-2017,FK Qarabag,ROM,QBG,g,1,0,1.05,0,1.955,0.446,1.753,0.144,C,6
209,5-Dec-2017,Sporting CP,BAR,SCP,g,2,0,1.575,0,1.146,0.873,1.8,0.28,D,6
210,5-Dec-2017,Paris Saint-Germain,BMU,PSG,g,3,1,3.15,1.05,1.79,1.618,1.838,2.201,B,6
211,5-Dec-2017,Juventus,OLY,JUV,g,0,2,0,1.602,0.845,1.211,0.499,1.3,D,6
212,5-Dec-2017,Basel,BEN,BAS,g,0,2,0,2.1,1.483,1.467,2.428,0.58,A,6
213,6-Dec-2017,Spartak Moscow,LIV,SPM,g,7,0,6.823,0,4.197,0.63,2.266,1.099,E,6
214,6-Dec-2017,Apoel Nicosia,TOT,NIC,g,3,0,2.901,0,3.097,0.624,1.461,0.61,H,6
215,6-Dec-2017,Borussia Dortmund,MAD,DOR,g,3,2,3.15,2.1,3.023,2.208,3.187,1.49,H,6
216,6-Dec-2017,Sevilla FC,MAR,SEV,g,1,1,1.05,1.05,0.817,1.65,0.555,2.397,E,6
217,6-Dec-2017,Manchester City,SHK,MNC,g,2,1,2.1,1.05,1.198,1.635,0.821,2.288,F,6
218,6-Dec-2017,AS Monaco,POR,MON,g,5,2,4.793,2.1,1.642,1.63,1.488,0.841,G,6
219,6-Dec-2017,Napoli,FEY,NAP,g,2,1,2.1,1.05,0.446,1.309,0.771,1.029,F,6
220,6-Dec-2017,Besiktas,RBL,BES,g,1,2,1.05,1.89,2.248,2.232,3.151,1.565,G,6
221,13-Feb-2018,Tottenham Hotspur,JUV,TOT,k,2,2,2.1,2.1,2.531,1.341,1.303,1.461,,
222,13-Feb-2018,Manchester City,BAS,MNC,k,0,4,0,4.2,0.599,1.11,0.66,1.527,,
223,14-Feb-2018,Paris Saint-Germain,MAD,PSG,k,3,1,2.735,1.05,2.611,1.204,1.305,1.449,,
224,14-Feb-2018,Liverpool,POR,LIV,k,0,5,0,4.864,0.538,2.857,0.833,1.483,,
225,20-Feb-2018,Barcelona,CHE,BAR,k,1,1,1.05,1.05,0.487,0.706,0.671,1.314,,
226,20-Feb-2018,Besiktas,BMU,BES,k,5,0,3.668,0,5.187,0.302,4.209,0.499,,
227,21-Feb-2018,AS Roma,SHK,ROM,k,2,1,2.1,1.05,1.237,1.294,1.45,1.458,,
228,21-Feb-2018,Manchester United,SEV,MAN,k,0,0,0,0,2.053,0.641,1.854,1.088,,
229,6-Mar-2018,FC Porto,LIV,POR,k,0,0,0,0,1.572,0.601,1.321,0.562,,
230,6-Mar-2018,Real Madrid,PSG,MAD,k,1,2,1.05,1.89,1.274,2.374,1.419,2.114,,
231,7-Mar-2018,Juventus,TOT,JUV,k,1,2,1.05,2.1,1.846,1.433,2.909,0.466,,
232,7-Mar-2018,Basel,MNC,BAS,k,1,2,1.05,2.1,1.605,0.573,1.491,0.664,,
233,13-Mar-2018,Sevilla FC,MAN,SEV,k,1,2,1.05,1.913,2.004,1.562,2.349,1.738,,
234,13-Mar-2018,Shakhtar Donetsk,ROM,SHK,k,1,0,1.05,0,0.512,0.197,0.653,0.918,,
235,14-Mar-2018,Bayern Munich,BES,BMU,k,1,3,1.05,2.804,1.234,1.818,2.185,1.126,,
236,14-Mar-2018,Chelsea,BAR,CHE,k,3,0,3.15,0,0.806,0.651,1.553,1.389,,
237,3-Apr-2018,Real Madrid,JUV,MAD,q,0,3,0,2.913,1.546,3.253,1.843,2.492,,
238,3-Apr-2018,Bayern Munich,SEV,BMU,q,1,2,1.05,2.1,1.054,1.554,1.334,0.999,,
239,4-Apr-2018,Manchester City,LIV,MNC,q,3,0,3.15,0,1.675,0.661,0.884,1.524,,
240,4-Apr-2018,AS Roma,BAR,ROM,q,4,1,3.77,1.05,1.854,1.699,2.142,1.123,,
241,10-Apr-2018,Liverpool,MNC,LIV,q,1,2,1.05,2.1,1.393,0.775,2.15,1.338,,
242,10-Apr-2018,Barcelona,ROM,BAR,q,3,0,2.841,0,2.681,0.913,1.494,0.687,,
243,11-Apr-2018,Juventus,MAD,JUV,q,1,3,0.84,3.15,3.796,2.667,2.336,1.295,,
244,11-Apr-2018,Sevilla FC,BMU,SEV,q,0,0,0,0,1.333,0.44,1.585,1.473,,
245,24-Apr-2018,AS Roma,LIV,ROM,s,5,2,5.25,2.1,3.645,1.813,2.284,1.685,,
246,25-Apr-2018,Real Madrid,BMU,MAD,s,1,2,1.05,2.1,2.739,0.739,2.519,1.028,,
247,1-May-2018,Bayern Munich,MAD,BMU,s,2,2,2.1,2.1,2.095,4.17,1.333,3.274,,
248,2-May-2018,Liverpool,ROM,LIV,s,4,2,3.675,2.1,2.81,1.926,2.67,1.43,,
249,26-May-2018,Liverpool,MAD,LIV,f,3,1,2.816,1.05,2.136,1.831,1.097,1.159,,
250,18-Sep-2018,Tottenham Hotspur,INT,TOT,g,2,1,2.1,1.05,1.4,0.882,1.722,0.899,B,1
251,18-Sep-2018,PSV,BAR,PSV,g,4,0,3.483,0,2.034,0.669,2.524,0.4,B,1
252,18-Sep-2018,Borussia Dortmund,CBKV,DOR,g,0,1,0,1.05,0.511,0.946,0.833,1.726,A,1
253,18-Sep-2018,Paris Saint-Germain,LIV,PSG,g,3,2,3.15,2.1,2.377,1.201,1.927,0.711,C,1
254,18-Sep-2018,FC Porto,SCH,POR,g,1,1,1.05,1.05,0.886,2.374,0.906,0.886,D,1
255,18-Sep-2018,Lokomotiv Moscow,GAL,LOK,g,3,0,2.625,0,1.719,1.044,0.986,1.093,D,1
256,18-Sep-2018,Atletico Madrid,MON,ATL,g,1,2,1.05,2.1,0.703,0.94,0.701,1.229,A,1
257,18-Sep-2018,Napoli,RED,NAP,g,0,0,0,0,0.256,1.801,0.232,1.451,C,1
258,19-Sep-2018,AEK Athens,AJX,AEK,g,3,0,2.461,0,1.777,0.488,2.003,0.555,E,1
259,19-Sep-2018,TSG Hoffenheim,SHK,HOF,g,2,2,2.1,2.1,0.561,1.803,1.303,1.053,F,1
260,19-Sep-2018,Lyon,MNC,LYON,g,1,2,1.05,2.1,1.186,0.832,3.637,0.429,F,1
261,19-Sep-2018,AS Roma,MAD,ROM,g,3,0,2.625,0,3.577,0.566,3.796,1.059,G,1
262,19-Sep-2018,Juventus,VAL,JUV,g,0,2,0,2.1,1.901,4.179,2.899,0.806,H,1
263,19-Sep-2018,Manchester United,BSCY,MAN,g,0,3,0,3.15,1.468,2.179,1.216,1.313,H,1
264,19-Sep-2018,Bayern Munich,BEN,BMU,g,0,2,0,2.1,0.933,2.931,1.427,1.777,E,1
265,19-Sep-2018,CSKA Moscow,VPLZ,CSKA,g,2,2,2.1,2.1,0.998,1.474,1.039,1.614,G,1
266,2-Oct-2018,Young Boys,JUV,BSCY,g,3,0,3.15,0,3.343,0.236,1.615,0.668,H,2
267,2-Oct-2018,Manchester City,HOF,MNC,g,1,2,1.05,2.1,0.398,2.491,0.722,2.36,F,2
268,2-Oct-2018,Valencia,MAN,VAL,g,0,0,0,0,0.969,0.438,1.716,1.317,H,2
269,2-Oct-2018,Viktoria Plzen,ROM,VPLZ,g,5,0,4.659,0,2.604,0.328,1.928,0.612,G,2
270,2-Oct-2018,Ajax,BMU,AJX,g,1,1,1.05,1.05,2.103,1.605,2.714,1.791,E,2
271,2-Oct-2018,Benfica,AEK,BEN,g,2,3,1.68,3.15,2.519,1.218,1.142,0.71,E,2
272,2-Oct-2018,Real Madrid,CSKA,MAD,g,1,0,1.05,0,0.498,1.996,0.85,2.289,G,2
273,2-Oct-2018,Shakhtar Donetsk,LYON,SHK,g,2,2,2.1,2.1,2.352,1.09,1.632,1.072,F,2
274,3-Oct-2018,Schalke 04,LOK,SCH,g,0,1,0,1.05,0.804,1.255,0.699,1.043,D,2
275,3-Oct-2018,Red Star Belgrade,PSG,RED,g,6,1,6.025,1.05,5.564,0.194,3.953,0.155,C,2
276,3-Oct-2018,Barcelona,TOT,BAR,g,2,4,2.1,3.697,0.512,1.923,0.954,2.149,B,2
277,3-Oct-2018,Liverpool,NAP,LIV,g,1,0,1.05,0,1.962,0.173,1.148,0.708,C,2
278,3-Oct-2018,Club Brugge,ATL,CBKV,g,3,1,2.625,1.05,2.135,0.577,1.951,1.176,A,2
279,3-Oct-2018,AS Monaco,DOR,MON,g,3,0,2.598,0,2.794,0.548,2.052,1.305,A,2
280,3-Oct-2018,Galatasaray,POR,GAL,g,1,0,1.05,0,1.747,1.936,1.28,1.411,D,2
281,3-Oct-2018,Internazionale,PSV,INT,g,1,2,1.05,2.1,0.753,2.694,1.407,2.196,B,2
282,23-Oct-2018,Valencia,BSCY,VAL,g,1,1,1.05,1.05,1.928,0.556,1.644,1.738,H,3
283,23-Oct-2018,Bayern Munich,AEK,BMU,g,0,2,0,2.1,0.291,2.46,0.556,2.752,E,3
284,23-Oct-2018,Juventus,MAN,JUV,g,0,1,0,1.05,0.253,1.566,1.236,1.679,H,3
285,23-Oct-2018,Benfica,AJX,BEN,g,1,0,1.05,0,1.488,0.64,1.234,1.24,E,3
286,23-Oct-2018,CSKA Moscow,ROM,CSKA,g,3,0,3.15,0,2.156,0.726,2.267,1.31,G,3
287,23-Oct-2018,Viktoria Plzen,MAD,VPLZ,g,2,1,2.1,1.05,2.95,1.523,4.144,0.565,G,3
288,23-Oct-2018,Manchester City,SHK,MNC,g,0,3,0,3.15,1.227,2.663,1.12,2.11,F,3
289,23-Oct-2018,Lyon,HOF,LYON,g,3,3,3.15,3.15,4.072,1.48,2.83,1.004,F,3
290,24-Oct-2018,AS Monaco,CBKV,MON,g,1,1,1.05,1.05,1.549,0.444,1.824,1.187,A,3
291,24-Oct-2018,Tottenham Hotspur,PSV,TOT,g,2,2,1.89,2.1,0.982,2.539,0.496,1.947,B,3
292,24-Oct-2018,Red Star Belgrade,LIV,RED,g,4,0,3.963,0,4.926,0.528,2.556,0.617,C,3
293,24-Oct-2018,Internazionale,BAR,INT,g,2,0,1.769,0,2.365,1.199,2.515,0.81,B,3
294,24-Oct-2018,Atletico Madrid,DOR,ATL,g,4,0,3.311,0,2.004,0.591,1.254,2.1,A,3
295,24-Oct-2018,Schalke 04,GAL,SCH,g,0,0,0,0,0.559,2.206,0.477,1.744,D,3
296,24-Oct-2018,FC Porto,LOK,POR,g,1,3,1.05,3.15,2.353,1.335,1.05,1.395,D,3
297,24-Oct-2018,Napoli,PSG,NAP,g,2,2,2.1,2.1,1.16,1.545,1.638,1.119,C,3
298,6-Nov-2018,Club Brugge,MON,CBKV,g,0,4,0,3.815,1.179,1.571,1.136,0.073,A,4
299,6-Nov-2018,Liverpool,RED,LIV,g,2,0,2.1,0,0.782,2.492,0.672,2.66,C,4
300,6-Nov-2018,PSV,TOT,PSV,g,2,1,2.1,1.05,3.711,0.625,3.449,0.964,B,4
301,6-Nov-2018,Barcelona,INT,BAR,g,1,1,1.05,1.05,1.161,1.824,1.079,1.376,B,4
302,6-Nov-2018,Paris Saint-Germain,NAP,PSG,g,1,1,1.05,1.05,2.139,1.411,1.443,1.685,C,4
303,6-Nov-2018,Borussia Dortmund,ATL,DOR,g,2,0,1.856,0,2.149,0.522,1.145,1.075,A,4
304,6-Nov-2018,Galatasaray,SCH,GAL,g,2,0,2.1,0,1.572,0.641,0.94,0.443,D,4
305,6-Nov-2018,Lokomotiv Moscow,POR,LOK,g,4,1,3.675,1.05,1.371,0.693,1.392,1.923,D,4
306,7-Nov-2018,Shakhtar Donetsk,MNC,SHK,g,6,0,5.387,0,3.098,0.333,1.453,0.41,F,4
307,7-Nov-2018,Manchester United,JUV,MAN,g,1,2,1.05,2.1,2.416,0.643,2.654,1.086,H,4
308,7-Nov-2018,AEK Athens,BMU,AEK,g,2,0,2.077,0,2.784,0.434,2.133,0.345,E,4
309,7-Nov-2018,Ajax,BEN,AJX,g,1,1,1.05,1.05,1.41,1.217,1.506,0.839,E,4
310,7-Nov-2018,TSG Hoffenheim,LYON,HOF,g,2,2,2.1,2.1,2.827,1.824,1.943,2.119,F,4
311,7-Nov-2018,Real Madrid,VPLZ,MAD,g,0,5,0,5.25,0.448,1.695,1.156,2.545,G,4
312,8-Nov-2018,Young Boys,VAL,BSCY,g,3,1,3.15,1.05,1.741,0.764,1.107,0.869,H,4
313,8-Nov-2018,AS Roma,CSKA,ROM,g,1,2,1.05,1.89,1.103,2.207,0.788,1.709,G,4
314,27-Nov-2018,Ajax,AEK,AJX,g,0,2,0,1.645,0.373,2.026,0.563,1.528,E,5
315,27-Nov-2018,Viktoria Plzen,CSKA,VPLZ,g,1,2,1.05,2.1,1.994,2.396,1.424,1.54,G,5
316,27-Nov-2018,Young Boys,MAN,BSCY,g,1,0,1.05,0,1.379,0.638,2.08,0.666,H,5
317,27-Nov-2018,Real Madrid,ROM,MAD,g,0,2,0,2.1,2.274,1.868,1.562,2.347,G,5
318,27-Nov-2018,Valencia,JUV,VAL,g,1,0,1.05,0,1.614,0.37,1.979,0.904,H,5
319,27-Nov-2018,Benfica,BMU,BEN,g,5,1,5.093,1.05,2.092,0.432,1.739,0.441,E,5
320,27-Nov-2018,Manchester City,LYON,MNC,g,2,2,2.1,2.1,2.036,1.075,0.848,2.565,F,5
321,27-Nov-2018,Shakhtar Donetsk,HOF,SHK,g,2,3,2.1,2.94,1.173,1.488,1.461,1.238,F,5
322,28-Nov-2018,AS Monaco,ATL,MON,g,2,0,2.1,0,1.052,1.651,1.517,1.008,A,5
323,28-Nov-2018,Galatasaray,LOK,GAL,g,2,0,2.1,0,1.181,1.208,1.023,1.498,D,5
324,28-Nov-2018,Internazionale,TOT,INT,g,1,0,1.05,0,1.489,0.946,1.579,0.875,B,5
325,28-Nov-2018,Red Star Belgrade,NAP,RED,g,3,1,3.15,1.05,2.487,0.609,3.464,0.592,C,5
326,28-Nov-2018,Club Brugge,DOR,CBKV,g,0,0,0,0,1.255,0.271,2.182,0.647,A,5
327,28-Nov-2018,Schalke 04,POR,SCH,g,3,1,2.625,1.05,1.362,0.898,1.56,0.577,D,5
328,28-Nov-2018,Liverpool,PSG,LIV,g,2,1,2.1,1.05,2.121,1.355,0.853,1.16,C,5
329,28-Nov-2018,Barcelona,PSV,BAR,g,1,2,1.05,2.1,3.285,2.65,1.631,2.674,B,5
330,11-Dec-2018,Lokomotiv Moscow,SCH,LOK,g,1,0,1.05,0,1.994,0.629,2.031,0.41,D,6
331,11-Dec-2018,FC Porto,GAL,POR,g,2,3,2.1,3.15,4.433,1.705,1.717,0.692,D,6
332,11-Dec-2018,Atletico Madrid,CBKV,ATL,g,0,0,0,0,0.597,0.402,0.435,1.904,A,6
333,11-Dec-2018,Napoli,LIV,NAP,g,1,0,1.05,0,3.193,1.272,3.367,1.142,C,6
334,11-Dec-2018,PSV,INT,PSV,g,1,1,1.05,1.05,2.005,1.124,2.544,0.718,B,6
335,11-Dec-2018,Tottenham Hotspur,BAR,TOT,g,1,1,1.05,1.05,1.385,2.585,1.403,1.672,B,6
336,11-Dec-2018,Borussia Dortmund,MON,DOR,g,0,2,0,1.649,0.619,1.965,0.532,2.457,A,6
337,11-Dec-2018,Paris Saint-Germain,RED,PSG,g,1,4,1.05,3.588,0.474,3.046,0.73,1.402,C,6
338,12-Dec-2018,CSKA Moscow,MAD,CSKA,g,0,3,0,3.077,1.284,1.195,1.952,1.221,G,6
339,12-Dec-2018,AS Roma,VPLZ,ROM,g,2,1,2.1,1.05,1.847,1.085,1.363,1.681,G,6
340,12-Dec-2018,TSG Hoffenheim,MNC,HOF,g,2,1,2.1,1.05,4.036,1.451,2.839,1.107,F,6
341,12-Dec-2018,Bayern Munich,AJX,BMU,g,3,3,3.15,3.15,2.037,3.546,1.834,1.43,E,6
342,12-Dec-2018,Manchester United,VAL,MAN,g,2,1,2.1,1.05,1.49,1.719,1.572,1.663,H,6
343,12-Dec-2018,Juventus,BSCY,JUV,g,2,1,2.1,1.05,1.231,1.924,0.583,2.947,H,6
344,12-Dec-2018,Lyon,SHK,LYON,g,1,1,1.05,1.05,0.96,1.309,0.668,1.178,F,6
345,12-Dec-2018,AEK Athens,BEN,AEK,g,1,0,0.84,0,1.453,0.386,1.658,0.361,E,6
346,12-Feb-2019,Paris Saint-Germain,MAN,PSG,k,0,2,0,2.1,0.346,2.639,0.995,1.182,,
347,12-Feb-2019,FC Porto,ROM,POR,k,2,1,2.1,1.05,1.082,0.525,1.391,1.059,,
348,13-Feb-2019,Borussia Dortmund,TOT,DOR,k,3,0,3.15,0,2.328,0.29,1.143,0.976,,
349,13-Feb-2019,Real Madrid,AJX,MAD,k,1,2,1.05,2.1,1.991,1.273,2.165,1.059,,
350,19-Feb-2019,Bayern Munich,LIV,BMU,k,0,0,0,0,2.558,0.416,2.877,0.679,,
351,19-Feb-2019,Barcelona,LYON,BAR,k,0,0,0,0,0.303,2.253,0.943,3.844,,
352,20-Feb-2019,Juventus,ATL,JUV,k,2,0,2.1,0,1.597,0.792,1.359,1.213,,
353,20-Feb-2019,Manchester City,SCH,MNC,k,2,3,2.1,3.15,1.758,1.895,0.791,2.581,,
354,5-Mar-2019,Ajax,MAD,AJX,k,1,4,1.05,4.2,2.363,1.964,2.738,1.506,,
355,5-Mar-2019,Tottenham Hotspur,DOR,TOT,k,0,1,0,1.05,1.76,0.918,2.287,0.461,,
356,6-Mar-2019,AS Roma,POR,ROM,k,3,1,3.15,1.05,3.709,1.62,2.348,1.369,,
357,6-Mar-2019,Manchester United,PSG,MAN,k,1,3,1.05,3.15,1.472,2.035,2.34,0.624,,
358,12-Mar-2019,Schalke 04,MNC,SCH,k,7,0,7.35,0,3.139,0.076,2.426,0.198,,
359,12-Mar-2019,Atletico Madrid,JUV,ATL,k,3,0,3.15,0,2.767,0.462,2.325,0.766,,
360,13-Mar-2019,Lyon,BAR,LYON,k,5,1,5.25,1.05,4.274,0.691,3.333,1.063,,
361,13-Mar-2019,Liverpool,BMU,LIV,k,1,3,1.05,3.15,0.277,1.057,0.432,1.17,,
362,9-Apr-2019,FC Porto,LIV,POR,q,2,0,2.1,0,2.342,1.15,1.936,0.606,,
363,9-Apr-2019,Manchester City,TOT,MNC,q,1,0,1.05,0,0.802,1.413,0.974,0.992,,
364,10-Apr-2019,Barcelona,MAN,BAR,q,0,1,0,1.05,0.482,0.788,0.621,1.294,,
365,10-Apr-2019,Juventus,AJX,JUV,q,1,1,1.05,1.05,1.16,0.726,2.03,0.807,,
366,16-Apr-2019,Ajax,JUV,AJX,q,1,2,1.05,2.1,0.933,2.363,1.342,1.571,,
367,16-Apr-2019,Manchester United,BAR,MAN,q,3,0,3.15,0,1.474,0.29,2.218,0.674,,
368,17-Apr-2019,Tottenham Hotspur,MNC,TOT,q,4,3,4.2,3.15,2.343,0.827,2.832,0.726,,
369,17-Apr-2019,Liverpool,POR,LIV,q,1,4,1.05,4.2,1.029,3.265,1.952,1.63,,
370,30-Apr-2019,Ajax,TOT,AJX,s,0,1,0,1.05,0.603,0.899,2.282,1.269,,
371,1-May-2019,Liverpool,BAR,LIV,s,3,0,3.15,0,2.592,1.892,2.667,2.667,,
