,datetime,time,team2,team1_code,team2_code,round,score1,score2,adj_score1,adj_score2,xG_Shot_Home,xG_Shot_Away,xG_Non-Shot_Home,xG_Non-Shot_Away,group,matchday
372,5/7/2019,19:00:00+00:00,Barcelona,LIV,BAR,s,4,0,4.2,0,2.785,1.276,1.424,2.262,,
373,5/8/2019,19:00:00+00:00,Tottenham Hotspur,AJX,TOT,s,2,3,2.1,3.15,1.521,3.991,1.602,2.669,,
374,6/1/2019,19:00:00+00:00,Liverpool,TOT,LIV,f,0,2,0,1.656,1.167,1.303,1.024,0.444,,
375,9/17/2019,16:55:00+00:00,Slavia Prague,INT,SSP,g,1,1,1.05,1.05,1.513,0.906,0.938,1.083,F,1
376,9/17/2019,16:55:00+00:00,Zenit St Petersburg,LYON,ZEN,g,1,1,1.05,1.05,1.526,1.203,0.781,1.285,G,1
377,9/17/2019,19:00:00+00:00,Valencia,CHE,VAL,g,0,1,0,1.05,3.108,0.884,2.443,0.724,H,1
378,9/17/2019,19:00:00+00:00,Genk,SAL,GENK,g,6,2,6.3,2.1,4.391,0.759,2.807,0.664,E,1
379,9/17/2019,19:00:00+00:00,Lille,AJX,LLE,g,3,0,3.15,0,1.585,1.972,2.309,1.45,H,1
380,9/17/2019,19:00:00+00:00,Liverpool,NAP,LIV,g,2,0,1.575,0,1.917,0.828,0.893,1.368,E,1
381,9/17/2019,19:00:00+00:00,Barcelona,DOR,BAR,g,0,0,0,0,3.916,0.442,1.739,1.869,F,1
382,9/17/2019,19:00:00+00:00,RB Leipzig,BEN,RBL,g,1,2,1.05,1.9,1.516,1.042,1.206,1.113,G,1
383,9/18/2019,16:55:00+00:00,Galatasaray,CBKV,GAL,g,0,0,0,0,1.431,0.609,1.051,1.099,A,1
384,9/18/2019,16:55:00+00:00,Tottenham Hotspur,OLY,TOT,g,2,2,2.1,2.1,1.621,1.551,1.151,1.057,B,1
385,9/18/2019,19:00:00+00:00,Atalanta,DIN,ATA,g,4,0,4.2,0,2.481,1.954,1.615,1.556,C,1
386,9/18/2019,19:00:00+00:00,Juventus,ATL,JUV,g,2,2,2.1,2.1,2.123,1.232,2.272,1.127,D,1
387,9/18/2019,19:00:00+00:00,Lokomotiv Moscow,LEV,LOK,g,1,2,1.05,2.1,1.317,0.889,2.449,0.634,D,1
388,9/18/2019,19:00:00+00:00,Red Star Belgrade,BMU,RED,g,3,0,2.37,0,3.771,0.23,5.053,0.557,B,1
389,9/18/2019,19:00:00+00:00,Manchester City,SHK,MNC,g,0,3,0,3.01,0.381,2.827,0.272,2.309,C,1
390,9/18/2019,19:00:00+00:00,Real Madrid,PSG,MAD,g,3,0,2.625,0,1.898,0.781,2.135,1.512,A,1
391,10/1/2019,16:55:00+00:00,Shakhtar Donetsk,ATA,SHK,g,1,2,1.05,2.1,2.917,1.153,2.041,1.341,C,2
392,10/1/2019,16:55:00+00:00,Club Brugge,MAD,CBKV,g,2,2,1.89,2.1,2.276,1.452,4.733,1.088,A,2
393,10/1/2019,19:00:00+00:00,Bayern Munich,TOT,BMU,g,2,7,2.1,6.13,2.08,1.532,1.174,1.42,B,2
394,10/1/2019,19:00:00+00:00,Dinamo Zagreb,MNC,DIN,g,2,0,1.575,0,3.404,0.068,5.716,0.247,C,2
395,10/1/2019,19:00:00+00:00,Bayer Leverkusen,JUV,LEV,g,3,0,2.678,0,1.4,0.539,1.556,0.866,D,2
396,10/1/2019,19:00:00+00:00,Paris Saint-Germain,GAL,PSG,g,0,1,0,1.05,0.506,2.825,1.474,1.89,A,2
397,10/1/2019,19:00:00+00:00,Atletico Madrid,LOK,ATL,g,0,2,0,2.1,1.281,2.823,0.867,2.223,D,2
398,10/1/2019,19:00:00+00:00,Olympiacos,RED,OLY,g,3,1,2.104,1.05,1.24,0.96,1.864,0.956,B,2
399,10/2/2019,16:55:00+00:00,Napoli,GENK,NAP,g,0,0,0,0,0.651,3.618,1.034,1.162,E,2
400,10/2/2019,16:55:00+00:00,Borussia Dortmund,SSP,DOR,g,0,2,0,1.624,1.233,0.959,0.854,1.273,F,2
401,10/2/2019,19:00:00+00:00,FC Salzburg,LIV,SAL,g,4,3,4.2,3.15,2.786,1.153,2.714,1.461,E,2
402,10/2/2019,19:00:00+00:00,Internazionale,BAR,INT,g,2,1,2.1,1.05,1.622,0.986,3.546,1.299,F,2
403,10/2/2019,19:00:00+00:00,Ajax,VAL,AJX,g,0,3,0,3.15,1.893,1.492,0.918,1.822,H,2
404,10/2/2019,19:00:00+00:00,Benfica,ZEN,BEN,g,3,1,2.958,1.05,1.822,1.266,1.473,1.345,G,2
405,10/2/2019,19:00:00+00:00,Chelsea,LLE,CHE,g,1,2,1.05,2.1,0.705,1.367,1.004,1.591,H,2
406,10/2/2019,19:00:00+00:00,Lyon,RBL,LYON,g,0,2,0,2.1,1.941,1.613,1.271,0.754,G,2
407,10/22/2019,16:55:00+00:00,Bayer Leverkusen,ATL,LEV,g,1,0,1.05,0,0.929,0.544,1.169,0.68,D,3
408,10/22/2019,16:55:00+00:00,Dinamo Zagreb,SHK,DIN,g,2,2,2.1,2.1,1.293,2.041,1.532,0.995,C,3
409,10/22/2019,19:00:00+00:00,Paris Saint-Germain,CBKV,PSG,g,0,5,0,4.697,0.335,4.072,0.875,1.417,A,3
410,10/22/2019,19:00:00+00:00,Red Star Belgrade,TOT,RED,g,5,0,5.213,0,4.343,0.552,2.573,1.057,B,3
411,10/22/2019,19:00:00+00:00,Atalanta,MNC,ATA,g,5,1,5.25,1.05,4.389,1.744,1.778,0.959,C,3
412,10/22/2019,19:00:00+00:00,Lokomotiv Moscow,JUV,LOK,g,2,1,2.1,1.05,2.67,0.787,2.757,0.263,D,3
413,10/22/2019,19:00:00+00:00,Real Madrid,GAL,MAD,g,0,1,0,1.05,0.975,2.237,1.612,2.778,A,3
414,10/22/2019,19:00:00+00:00,Bayern Munich,OLY,BMU,g,2,3,2.1,3.032,0.779,2.965,0.972,1.556,B,3
415,10/23/2019,16:55:00+00:00,Chelsea,AJX,CHE,g,0,1,0,1.05,0.369,1.796,1.337,1.291,H,3
416,10/23/2019,16:55:00+00:00,Zenit St Petersburg,RBL,ZEN,g,2,1,2.1,1.05,2.229,0.881,1.735,1.345,G,3
417,10/23/2019,19:00:00+00:00,Liverpool,GENK,LIV,g,1,4,1.05,3.605,1.291,2.429,0.497,2.537,E,3
418,10/23/2019,19:00:00+00:00,Napoli,SAL,NAP,g,2,3,2.1,3.15,2.278,1.065,1.94,0.803,E,3
419,10/23/2019,19:00:00+00:00,Borussia Dortmund,INT,DOR,g,2,0,1.62,0,1.875,0.328,0.663,0.882,F,3
420,10/23/2019,19:00:00+00:00,Lyon,BEN,LYON,g,2,1,2.1,1.05,0.555,1.437,1.015,1.094,G,3
421,10/23/2019,19:00:00+00:00,Valencia,LLE,VAL,g,1,1,0.84,1.05,1.907,0.654,2.824,0.708,H,3
422,10/23/2019,19:00:00+00:00,Barcelona,SSP,BAR,g,1,2,1.05,2.1,1.702,2.782,1.501,2.682,F,3
423,11/5/2019,17:55:00+00:00,Slavia Prague,BAR,SSP,g,0,0,0,0,2.46,0.224,2.078,0.875,F,4
424,11/5/2019,17:55:00+00:00,RB Leipzig,ZEN,RBL,g,0,2,0,2.1,0.791,1.058,1.055,1.425,G,4
425,11/5/2019,20:00:00+00:00,Ajax,CHE,AJX,g,4,4,3.78,4.2,4.875,1.011,2.136,0.648,H,4
426,11/5/2019,20:00:00+00:00,Genk,LIV,GENK,g,2,1,2.1,1.05,2.652,0.752,3.19,0.59,E,4
427,11/5/2019,20:00:00+00:00,FC Salzburg,NAP,SAL,g,1,1,1.05,1.05,3.062,1.638,1.892,1.495,E,4
428,11/5/2019,20:00:00+00:00,Lille,VAL,LLE,g,4,1,3.326,1.05,2.17,1.444,1.485,1.048,H,4
429,11/5/2019,20:00:00+00:00,Internazionale,DOR,INT,g,3,2,3.15,2.1,3.007,1.592,3.481,1.32,F,4
430,11/5/2019,20:00:00+00:00,Benfica,LYON,BEN,g,3,1,2.664,1.05,1.38,1.172,1.08,1.277,G,4
431,11/6/2019,17:55:00+00:00,Olympiacos,BMU,OLY,g,2,0,1.614,0,3.317,0.142,3.561,0.11,B,4
432,11/6/2019,17:55:00+00:00,Juventus,LOK,JUV,g,1,2,1.05,2.1,2.336,2.154,1.494,2.406,D,4
433,11/6/2019,20:00:00+00:00,Shakhtar Donetsk,DIN,SHK,g,3,3,2.653,3.15,1.947,2.706,1.18,1.076,C,4
434,11/6/2019,20:00:00+00:00,Manchester City,ATA,MNC,g,1,1,1.05,1.05,0.716,1.975,1.289,2.225,C,4
435,11/6/2019,20:00:00+00:00,Galatasaray,MAD,GAL,g,6,0,5.496,0,3.511,0.654,2.73,0.471,A,4
436,11/6/2019,20:00:00+00:00,Atletico Madrid,LEV,ATL,g,2,1,2.1,0.84,1.655,1.808,1.116,1.857,D,4
437,11/6/2019,20:00:00+00:00,Club Brugge,PSG,CBKV,g,1,0,1.05,0,2.326,2.098,1.638,1.422,A,4
438,11/6/2019,20:00:00+00:00,Tottenham Hotspur,RED,TOT,g,0,4,0,3.813,0.656,4.424,0.277,2.152,B,4
439,11/26/2019,17:55:00+00:00,Club Brugge,GAL,CBKV,g,1,1,1.05,1.05,1.182,1.07,0.458,1.15,A,5
440,11/26/2019,17:55:00+00:00,Bayer Leverkusen,LOK,LEV,g,0,2,0,2.1,0.973,0.664,0.708,0.978,D,5
441,11/26/2019,20:00:00+00:00,Olympiacos,TOT,OLY,g,4,2,4.032,2.1,2.622,0.911,1.724,0.848,B,5
442,11/26/2019,20:00:00+00:00,Shakhtar Donetsk,MNC,SHK,g,1,1,1.05,1.05,1.245,1.219,2.586,0.47,C,5
443,11/26/2019,20:00:00+00:00,Dinamo Zagreb,ATA,DIN,g,2,0,2.1,0,2.684,0.315,1.972,0.479,C,5
444,11/26/2019,20:00:00+00:00,Atletico Madrid,JUV,ATL,g,1,0,1.05,0,0.404,0.717,0.614,1.431,D,5
445,11/26/2019,20:00:00+00:00,Paris Saint-Germain,MAD,PSG,g,2,2,1.867,2.1,4.144,2.828,2.521,0.995,A,5
446,11/26/2019,20:00:00+00:00,Bayern Munich,RED,BMU,g,0,6,0,5.809,0.113,5.101,0.15,3.607,B,5
447,11/27/2019,17:55:00+00:00,Chelsea,VAL,CHE,g,2,2,2.1,2.1,3.15,2.263,2.083,2.193,H,5
448,11/27/2019,17:55:00+00:00,Lyon,ZEN,LYON,g,2,0,1.745,0,0.764,0.529,0.966,1.162,G,5
449,11/27/2019,20:00:00+00:00,FC Salzburg,GENK,SAL,g,1,4,1.05,3.774,1.942,2.938,0.976,2.513,E,5
450,11/27/2019,20:00:00+00:00,Napoli,LIV,NAP,g,1,1,1.05,1.05,0.863,0.427,2.289,0.369,E,5
451,11/27/2019,20:00:00+00:00,Borussia Dortmund,BAR,DOR,g,3,1,3.15,1.05,2.223,1.625,2.335,1.178,F,5
452,11/27/2019,20:00:00+00:00,Ajax,LLE,AJX,g,0,2,0,2.1,2.063,1.297,1.427,1.539,H,5
453,11/27/2019,20:00:00+00:00,Internazionale,SSP,INT,g,1,3,1.05,2.703,2.229,2.345,0.994,1.24,F,5
454,11/27/2019,20:00:00+00:00,Benfica,RBL,BEN,g,2,2,2.1,2.1,3.141,0.573,2.235,0.471,G,5
455,12/10/2019,17:55:00+00:00,Liverpool,SAL,LIV,g,0,2,0,2.1,0.685,3.902,1.291,2.733,E,6
456,12/10/2019,17:55:00+00:00,Genk,NAP,GENK,g,4,0,4.096,0,3.106,1.245,1.7,1.879,E,6
457,12/10/2019,20:00:00+00:00,Lille,CHE,LLE,g,2,1,2.1,1.05,2.871,0.352,2.181,0.609,H,6
458,12/10/2019,20:00:00+00:00,Valencia,AJX,VAL,g,0,1,0,1.05,1.272,0.979,2.361,0.724,H,6
459,12/10/2019,20:00:00+00:00,Barcelona,INT,BAR,g,1,2,1.05,2.1,2.048,1.663,2.212,1.421,F,6
460,12/10/2019,20:00:00+00:00,Slavia Prague,DOR,SSP,g,2,1,2.1,1.05,2.819,2.836,1.514,1.821,F,6
461,12/10/2019,20:00:00+00:00,Zenit St Petersburg,BEN,ZEN,g,3,0,2.544,0,2.668,0.159,1.539,0.377,G,6
462,12/10/2019,20:00:00+00:00,RB Leipzig,LYON,RBL,g,2,2,2.1,2.1,1.502,3.32,1.135,1.647,G,6
463,12/11/2019,17:55:00+00:00,Manchester City,DIN,MNC,g,1,4,1.05,3.854,0.37,3.32,0.363,2.399,C,6
464,12/11/2019,17:55:00+00:00,Atalanta,SHK,ATA,g,0,3,0,2.111,0.561,2.995,1.476,1.873,C,6
465,12/11/2019,20:00:00+00:00,Real Madrid,CBKV,MAD,g,1,3,1.05,2.625,1.085,1.386,1.244,1.719,A,6
466,12/11/2019,20:00:00+00:00,Lokomotiv Moscow,ATL,LOK,g,2,0,2.1,0,2.765,0.058,0.984,0.305,D,6
467,12/11/2019,20:00:00+00:00,Juventus,LEV,JUV,g,0,2,0,1.575,1.982,0.968,1.698,0.731,D,6
468,12/11/2019,20:00:00+00:00,Tottenham Hotspur,BMU,TOT,g,3,1,3.15,1.05,2.833,1.279,2.451,0.33,B,6
469,12/11/2019,20:00:00+00:00,Red Star Belgrade,OLY,RED,g,1,0,1.05,0,3.477,1.178,2.262,0.293,B,6
470,12/11/2019,20:00:00+00:00,Galatasaray,PSG,GAL,g,5,0,4.902,0,5.035,0.222,2.262,0.431,A,6
471,2/18/2020,20:00:00+00:00,Liverpool,ATL,LIV,k,1,0,1.05,0,0.916,0.562,0.563,1.413,,
472,2/18/2020,20:00:00+00:00,Paris Saint-Germain,DOR,PSG,k,2,1,2.1,1.05,1.615,1.268,0.973,1.14,,
473,2/19/2020,20:00:00+00:00,RB Leipzig,TOT,RBL,k,0,1,0,1.05,0.754,2.18,0.952,1.002,,
474,2/19/2020,20:00:00+00:00,Valencia,ATA,VAL,k,4,1,4.2,1.05,1.681,2.44,1.372,1.887,,
475,2/25/2020,20:00:00+00:00,Bayern Munich,CHE,BMU,k,0,3,0,3.15,1.083,2.992,0.812,2.332,,
476,2/25/2020,20:00:00+00:00,Barcelona,NAP,BAR,k,1,1,1.05,1.05,0.755,1.838,0.587,1.955,,
477,2/26/2020,20:00:00+00:00,Manchester City,MAD,MNC,k,1,2,1.05,2.1,1.439,3.212,1.135,1.375,,
478,2/26/2020,20:00:00+00:00,Juventus,LYON,JUV,k,1,0,1.05,0,0.951,1.188,0.643,1.813,,
479,3/10/2020,20:00:00+00:00,Atalanta,VAL,ATA,k,3,4,3.15,4.2,2.062,3.034,1.34,1.037,,
480,3/10/2020,20:00:00+00:00,Tottenham Hotspur,RBL,TOT,k,3,0,3.15,0,1.13,0.275,1.046,0.588,,
481,3/11/2020,20:00:00+00:00,Atletico Madrid,LIV,ATL,k,2,3,2.1,3.15,3.575,1.15,4.036,0.665,,
482,3/11/2020,20:00:00+00:00,Borussia Dortmund,PSG,DOR,k,2,0,2.1,0,1.173,0.4,0.797,1.67,,
483,8/7/2020,19:00:00+00:00,Real Madrid,MNC,MAD,k,2,1,2.1,1.05,1.973,0.74,2.157,1.262,,
484,8/7/2020,19:00:00+00:00,Lyon,JUV,LYON,k,2,1,2.1,1.05,2.727,1.035,1.531,0.532,,
485,8/8/2020,19:00:00+00:00,Napoli,BAR,NAP,k,3,1,3.15,1.05,1.225,2.275,1.573,1.469,,
486,8/8/2020,19:00:00+00:00,Chelsea,BMU,CHE,k,4,1,4.2,1.05,3.016,0.991,2.247,0.609,,
487,8/12/2020,19:00:00+00:00,Paris Saint-Germain,ATA,PSG,q,1,2,1.05,2.1,0.501,2.943,1.13,1.026,,
488,8/13/2020,19:00:00+00:00,Atletico Madrid,RBL,ATL,q,2,1,2.1,1.05,0.941,1.038,1.881,1.246,,
489,8/14/2020,19:00:00+00:00,Bayern Munich,BAR,BMU,q,2,8,2.1,7.235,1.203,5.611,1.008,3.671,,
490,8/15/2020,19:00:00+00:00,Lyon,MNC,LYON,q,1,3,1.05,2.719,3.061,0.894,1.287,0.413,,
491,8/18/2020,19:00:00+00:00,Paris Saint-Germain,RBL,PSG,s,0,3,0,3.15,1.416,3.653,2.306,1.743,,
492,8/19/2020,19:00:00+00:00,Bayern Munich,LYON,BMU,s,0,3,0,2.694,1.623,3.238,0.787,2.083,,
493,8/23/2020,19:00:00+00:00,Bayern Munich,PSG,BMU,f,0,1,0,1.05,1.41,1.551,1.048,1.313,,
494,10/20/2020,16:55:00+00:00,Juventus,KIEV,JUV,g,0,2,0,1.751,0.488,1.929,0.553,1.092,G,1
495,10/20/2020,16:55:00+00:00,Club Brugge,ZEN,CBKV,g,1,2,1.05,2.1,1.806,2.545,1.709,1.252,F,1
496,10/20/2020,19:00:00+00:00,Sevilla FC,CHE,SEV,g,0,0,0,0,0.432,0.24,0.83,0.83,E,1
497,10/20/2020,19:00:00+00:00,Borussia Dortmund,LAZ,DOR,g,3,1,3.01,1.05,1.707,1.955,0.943,1.741,F,1
498,10/20/2020,19:00:00+00:00,Ferencvaros,BAR,FERE,g,5,1,4.443,0.84,2.843,1.125,2.293,0.608,G,1
499,10/20/2020,19:00:00+00:00,Manchester United,PSG,MAN,g,1,2,1.05,2.1,1.482,1.4,1.626,1.153,H,1
500,10/20/2020,19:00:00+00:00,FC Krasnodar,REN,KRA,g,1,1,1.05,1.05,2.543,1.323,1.684,1.126,E,1
501,10/20/2020,19:00:00+00:00,Istanbul Basaksehir,RBL,IBB,g,2,0,2.1,0,1.122,0.948,1.7,0.635,H,1
502,10/21/2020,16:55:00+00:00,Lokomotiv Moscow,SAL,LOK,g,2,2,2.1,2.1,0.958,0.735,1.643,1.092,A,1
503,10/21/2020,16:55:00+00:00,Shakhtar Donetsk,MAD,SHK,g,2,3,2.1,3.15,1.111,1.477,2.127,0.492,B,1
504,10/21/2020,19:00:00+00:00,Atalanta,FCM,ATA,g,0,4,0,3.729,0.77,2.876,1.134,1.534,D,1
505,10/21/2020,19:00:00+00:00,FC Porto,MNC,POR,g,3,1,3.094,1.05,1.516,0.263,1.186,0.438,C,1
506,10/21/2020,19:00:00+00:00,Liverpool,AJX,LIV,g,0,1,0,1.05,1.305,1.227,1.808,1.724,D,1
507,10/21/2020,19:00:00+00:00,Borussia Monchengladbach,INT,MGB,g,2,2,2.1,2.1,3.014,1.319,2.07,0.298,B,1
508,10/21/2020,19:00:00+00:00,Atletico Madrid,BMU,ATL,g,4,0,4.17,0,2.626,0.383,1.723,1.041,A,1
509,10/21/2020,19:00:00+00:00,Marseille,OLY,MRS,g,1,0,1.05,0,1.033,1.191,1.163,0.938,C,1
510,10/27/2020,17:55:00+00:00,Internazionale,SHK,INT,g,0,0,0,0,0.099,1.978,0.089,2.651,B,2
511,10/27/2020,17:55:00+00:00,Bayern Munich,LOK,BMU,g,1,2,1.05,2.1,1.96,2.625,1.001,2.184,A,2
512,10/27/2020,20:00:00+00:00,FC Midtjylland,LIV,FCM,g,2,0,1.575,0,1.829,1.231,1.26,0.723,D,2
513,10/27/2020,20:00:00+00:00,Ajax,ATA,AJX,g,2,2,2.1,2.1,2.22,1.441,1.709,0.97,D,2
514,10/27/2020,20:00:00+00:00,FC Salzburg,ATL,SAL,g,3,2,3.15,2.1,2.472,1.204,2.264,1.34,A,2
515,10/27/2020,20:00:00+00:00,Real Madrid,MGB,MAD,g,2,2,2.1,2.1,1.352,2.77,0.938,2.441,B,2
516,10/27/2020,20:00:00+00:00,Olympiacos,POR,OLY,g,2,0,1.726,0,1.499,1.162,1.065,0.713,C,2
517,10/27/2020,20:00:00+00:00,Manchester City,MRS,MNC,g,0,3,0,2.72,0.062,1.918,0.193,1.944,C,2
518,10/28/2020,17:55:00+00:00,Paris Saint-Germain,IBB,PSG,g,0,2,0,1.883,0.991,3.143,2.542,2.009,H,2
519,10/28/2020,17:55:00+00:00,Chelsea,KRA,CHE,g,0,4,0,3.31,0.646,2.628,0.706,1.023,E,2
520,10/28/2020,20:00:00+00:00,Lazio,CBKV,LAZ,g,1,1,1.05,1.05,2.117,0.777,1.869,0.665,F,2
521,10/28/2020,20:00:00+00:00,RB Leipzig,MAN,RBL,g,5,0,4.023,0,2.547,0.454,1.448,0.97,H,2
522,10/28/2020,20:00:00+00:00,Barcelona,JUV,BAR,g,0,2,0,1.47,0.369,2.251,1.596,3.244,G,2
523,10/28/2020,20:00:00+00:00,Zenit St Petersburg,DOR,ZEN,g,2,0,1.575,0,1.783,0.166,1.781,0.46,F,2
524,10/28/2020,20:00:00+00:00,Dynamo Kiev,FERE,KIEV,g,2,2,1.89,2.1,1.052,1.667,0.995,0.832,G,2
525,10/28/2020,20:00:00+00:00,Stade Rennes,SEV,REN,g,1,0,1.05,0,2.452,0.096,2.093,0.12,E,2
526,11/3/2020,17:55:00+00:00,Borussia Monchengladbach,SHK,MGB,g,0,6,0,6.107,0.397,2.206,0.483,1.876,B,3
527,11/3/2020,17:55:00+00:00,Atletico Madrid,LOK,ATL,g,1,1,1.05,1.05,0.898,1.136,0.447,1.889,A,3
528,11/3/2020,20:00:00+00:00,Ajax,FCM,AJX,g,1,2,1.05,2.1,0.739,0.397,1.103,1.187,D,3
529,11/3/2020,20:00:00+00:00,Olympiacos,MNC,OLY,g,3,0,2.362,0,2.003,0.433,2.463,0.172,C,3
530,11/3/2020,20:00:00+00:00,Bayern Munich,SAL,BMU,g,2,6,2.1,5,1.796,3.017,1.373,2.325,A,3
531,11/3/2020,20:00:00+00:00,Liverpool,ATA,LIV,g,0,5,0,5.25,1.239,2.589,1.291,1.969,D,3
532,11/3/2020,20:00:00+00:00,Internazionale,MAD,INT,g,3,2,3.15,2.1,1.028,0.783,1.663,0.928,B,3
533,11/3/2020,20:00:00+00:00,Marseille,POR,MRS,g,3,0,3.15,0,2.107,0.988,0.853,0.443,C,3
534,11/4/2020,17:55:00+00:00,Manchester United,IBB,MAN,g,2,1,2.1,1.05,0.97,0.802,0.298,1.378,H,3
535,11/4/2020,17:55:00+00:00,Lazio,ZEN,LAZ,g,1,1,1.05,1.05,1.015,0.627,2.046,1.932,F,3
536,11/4/2020,20:00:00+00:00,Borussia Dortmund,CBKV,DOR,g,0,3,0,3.15,0.9,1.918,1.741,1.107,F,3
537,11/4/2020,20:00:00+00:00,Stade Rennes,CHE,REN,g,3,0,2.73,0,3.078,0.637,1.301,0.43,E,3
538,11/4/2020,20:00:00+00:00,Dynamo Kiev,BAR,KIEV,g,2,1,2.1,1.05,4.272,2.299,4.341,0.934,G,3
539,11/4/2020,20:00:00+00:00,Juventus,FERE,JUV,g,1,4,1.05,3.856,1.632,2.919,0.577,1.677,G,3
540,11/4/2020,20:00:00+00:00,Paris Saint-Germain,RBL,PSG,g,2,1,2.1,1.05,2.08,1.592,1.059,1.06,H,3
541,11/4/2020,20:00:00+00:00,FC Krasnodar,SEV,KRA,g,3,2,3.15,2.1,2.014,1.383,2.628,1.584,E,3
542,11/24/2020,17:55:00+00:00,Chelsea,REN,CHE,g,1,2,1.05,2.1,1.155,2.127,1.578,1.139,E,4
543,11/24/2020,17:55:00+00:00,Sevilla FC,KRA,SEV,g,1,2,1.05,2.1,1.072,1.397,2.278,1.966,E,4
544,11/24/2020,20:00:00+00:00,Istanbul Basaksehir,MAN,IBB,g,4,1,3.675,1.05,2.882,1.344,1.87,1.184,H,4
545,11/24/2020,20:00:00+00:00,Zenit St Petersburg,LAZ,ZEN,g,3,1,3.15,1.05,3.444,0.51,1.648,1.968,F,4
546,11/24/2020,20:00:00+00:00,Ferencvaros,JUV,FERE,g,2,1,2.1,1.05,0.946,0.36,2.488,0.503,G,4
547,11/24/2020,20:00:00+00:00,Club Brugge,DOR,CBKV,g,3,0,3.15,0,1.552,0.07,1.952,0.653,F,4
548,11/24/2020,20:00:00+00:00,Barcelona,KIEV,BAR,g,0,4,0,3.675,0.387,2.98,0.595,2.429,G,4
549,11/24/2020,20:00:00+00:00,RB Leipzig,PSG,RBL,g,1,0,1.05,0,1.204,0.958,1.011,2.693,H,4
550,11/25/2020,17:55:00+00:00,Shakhtar Donetsk,MGB,SHK,g,4,0,4.028,0,2.91,0.736,1.338,0.902,B,4
551,11/25/2020,17:55:00+00:00,Manchester City,OLY,MNC,g,0,1,0,1.05,0.061,2.616,0.06,3.915,C,4
552,11/25/2020,20:00:00+00:00,Atalanta,LIV,ATA,g,0,2,0,2.1,0.182,1.49,0.828,1.075,D,4
553,11/25/2020,20:00:00+00:00,FC Midtjylland,AJX,FCM,g,3,1,3.15,1.05,2.34,1.283,1.54,0.653,D,4
554,11/25/2020,20:00:00+00:00,Real Madrid,INT,MAD,g,0,2,0,1.89,0.226,2.334,0.88,1.948,B,4
555,11/25/2020,20:00:00+00:00,Lokomotiv Moscow,ATL,LOK,g,0,0,0,0,0.94,0.131,1.817,0.519,A,4
