,datetime,time,team2,team1_code,team2_code,round,score1,score2,adj_score1,adj_score2,xG_Shot_Home,xG_Shot_Away,xG_Non-Shot_Home,xG_Non-Shot_Away,group,matchday
556,11/25/2020,20:00:00+00:00,FC Salzburg,BMU,SAL,g,3,1,3.15,0.84,1.572,3.133,1.403,1.652,A,4
557,11/25/2020,20:00:00+00:00,FC Porto,MRS,POR,g,0,2,0,2.064,1.239,2.112,1.089,0.647,C,4
558,12/1/2020,17:55:00+00:00,Real Madrid,SHK,MAD,g,2,0,1.789,0,1.437,1.347,0.485,1.314,B,5
559,12/1/2020,17:55:00+00:00,FC Salzburg,LOK,SAL,g,1,3,1.05,2.875,1.074,2.604,1.001,2.109,A,5
560,12/1/2020,20:00:00+00:00,Ajax,LIV,AJX,g,1,0,1.05,0,2.521,1.533,1.649,1.417,D,5
561,12/1/2020,20:00:00+00:00,FC Midtjylland,ATA,FCM,g,1,1,1.05,1.05,2.556,0.698,2.407,0.698,D,5
562,12/1/2020,20:00:00+00:00,Bayern Munich,ATL,BMU,g,1,1,1.05,1.05,1.505,1.038,1.467,0.643,A,5
563,12/1/2020,20:00:00+00:00,Internazionale,MGB,INT,g,2,3,2.1,3.096,1.258,1.773,0.936,2.106,B,5
564,12/1/2020,20:00:00+00:00,Manchester City,POR,MNC,g,0,0,0,0,0.065,2.55,0.415,1.968,C,5
565,12/1/2020,20:00:00+00:00,Olympiacos,MRS,OLY,g,2,1,2.1,1.05,2.044,0.329,0.822,1.355,C,5
566,12/2/2020,17:55:00+00:00,RB Leipzig,IBB,RBL,g,3,4,3.15,4.2,1.202,2.238,0.635,2.333,H,5
567,12/2/2020,17:55:00+00:00,Stade Rennes,KRA,REN,g,1,0,1.05,0,1.622,0.739,1.262,1.121,E,5
568,12/2/2020,20:00:00+00:00,Zenit St Petersburg,CBKV,ZEN,g,3,0,3.074,0,1.939,0.196,1.755,0.592,F,5
569,12/2/2020,20:00:00+00:00,Paris Saint-Germain,MAN,PSG,g,1,3,1.05,2.52,1.266,2.659,1.607,1.635,H,5
570,12/2/2020,20:00:00+00:00,Dynamo Kiev,JUV,KIEV,g,3,0,3.15,0,2.899,0.632,1.985,0.799,G,5
571,12/2/2020,20:00:00+00:00,Lazio,DOR,LAZ,g,1,1,1.05,1.05,1.4,1.616,1.178,1.632,F,5
572,12/2/2020,20:00:00+00:00,Barcelona,FERE,BAR,g,0,3,0,3.15,0.958,3.59,0.839,2.807,G,5
573,12/2/2020,20:00:00+00:00,Chelsea,SEV,CHE,g,0,4,0,3.772,1.281,2.441,0.915,1.075,E,5
574,12/8/2020,17:55:00+00:00,Club Brugge,LAZ,CBKV,g,2,2,2.1,2.1,3.021,1.158,1.39,0.889,F,6
575,12/8/2020,17:55:00+00:00,Borussia Dortmund,ZEN,DOR,g,1,2,1.05,2.1,1.225,1.458,1.509,2.042,F,6
576,12/8/2020,20:00:00+00:00,FC Krasnodar,CHE,KRA,g,1,1,1.05,1.05,2.55,0.435,1.903,1.137,E,6
577,12/8/2020,20:00:00+00:00,Juventus,BAR,JUV,g,0,3,0,3.15,1.286,2.286,2.898,1.303,G,6
578,12/8/2020,20:00:00+00:00,Ferencvaros,KIEV,FERE,g,1,0,1.05,0,0.588,0.643,0.62,0.772,G,6
579,12/8/2020,20:00:00+00:00,Istanbul Basaksehir,PSG,IBB,g,5,1,5.25,1.05,3.24,0.732,2.283,0.595,H,6
580,12/8/2020,20:00:00+00:00,Sevilla FC,REN,SEV,g,1,3,1.05,2.866,2.316,1.116,1.59,0.889,E,6
581,12/8/2020,20:00:00+00:00,Manchester United,RBL,MAN,g,3,2,3.15,2.1,1.591,2.1,0.561,1.636,H,6
582,12/9/2020,17:55:00+00:00,Liverpool,FCM,LIV,g,1,1,1.05,1.05,2.388,1.361,2.099,1.148,D,6
583,12/9/2020,17:55:00+00:00,Atalanta,AJX,ATA,g,0,1,0,0.84,0.727,0.979,0.685,1.071,D,6
584,12/9/2020,20:00:00+00:00,Marseille,MNC,MRS,g,3,0,2.464,0,3.019,0.591,2.191,0.873,C,6
585,12/9/2020,20:00:00+00:00,Atletico Madrid,SAL,ATL,g,0,2,0,1.7,1.342,0.79,1.979,1.074,A,6
586,12/9/2020,20:00:00+00:00,Shakhtar Donetsk,INT,SHK,g,0,0,0,0,1.684,0.393,2.648,0.531,B,6
587,12/9/2020,20:00:00+00:00,Borussia Monchengladbach,MAD,MGB,g,2,0,2.1,0,2.918,0.736,2.597,0.672,B,6
588,12/9/2020,20:00:00+00:00,Lokomotiv Moscow,BMU,LOK,g,2,0,1.846,0,1.492,0.346,2.794,0.29,A,6
589,12/9/2020,20:00:00+00:00,FC Porto,OLY,POR,g,0,2,0,1.936,0.713,0.978,0.846,0.519,C,6
590,2/16/2021,20:00:00+00:00,Paris Saint-Germain,BAR,PSG,k,1,4,1.05,4.2,1.661,3.667,1.567,1.837,,
591,2/16/2021,20:00:00+00:00,Liverpool,RBL,LIV,k,0,2,0,2.1,1.192,1.796,1.567,0.801,,
592,2/17/2021,20:00:00+00:00,Juventus,POR,JUV,k,2,1,2.1,1.05,1.26,0.851,0.487,2.115,,
593,2/17/2021,20:00:00+00:00,Borussia Dortmund,SEV,DOR,k,2,3,2.1,3.15,1.083,1.336,0.771,1.006,,
594,2/23/2021,20:00:00+00:00,Bayern Munich,LAZ,BMU,k,1,4,1.05,4.2,0.973,2.225,1.115,1.804,,
595,2/23/2021,20:00:00+00:00,Chelsea,ATL,CHE,k,0,1,0,1.05,0.782,1.127,0.719,1.139,,
596,2/24/2021,20:00:00+00:00,Real Madrid,ATA,MAD,k,0,1,0,0.84,0.188,1.375,0.663,2.01,,
597,2/24/2021,20:00:00+00:00,Manchester City,MGB,MNC,k,0,2,0,2.1,0.441,1.638,0.104,1.791,,
598,3/9/2021,20:00:00+00:00,FC Porto,JUV,POR,k,3,2,2.73,2.1,3.272,1.807,4.044,0.81,,
599,3/9/2021,20:00:00+00:00,Sevilla FC,DOR,SEV,k,2,2,2.1,2.1,2.093,2.066,1.051,2.132,,
600,3/10/2021,20:00:00+00:00,RB Leipzig,LIV,RBL,k,2,0,2.1,0,3.035,0.972,0.862,1.376,,
601,3/10/2021,20:00:00+00:00,Barcelona,PSG,BAR,k,1,1,1.05,1.05,1.646,2.702,0.799,4.624,,
602,3/16/2021,20:00:00+00:00,Borussia Monchengladbach,MNC,MGB,k,2,0,2.1,0,1.445,0.258,1.255,0.351,,
603,3/16/2021,20:00:00+00:00,Atalanta,MAD,ATA,k,3,1,3.15,1.05,2.812,1.437,1.472,1.533,,
604,3/17/2021,20:00:00+00:00,Atletico Madrid,CHE,ATL,k,2,0,1.89,0,1.946,0.634,1.674,0.95,,
605,3/17/2021,20:00:00+00:00,Lazio,BMU,LAZ,k,2,1,2.1,1.05,1.775,1.038,1.283,0.795,,
606,4/6/2021,19:00:00+00:00,Borussia Dortmund,MNC,DOR,q,2,1,2.1,1.05,2.32,1.125,1.402,0.885,,
607,4/6/2021,19:00:00+00:00,Liverpool,MAD,LIV,q,3,1,3.15,1.05,1.991,0.913,1.026,1.085,,
608,4/7/2021,19:00:00+00:00,Paris Saint-Germain,BMU,PSG,q,2,3,2.1,3.15,4.237,1.928,4.957,0.255,,
609,4/7/2021,19:00:00+00:00,Chelsea,POR,CHE,q,0,2,0,2.1,1.675,1.659,1.802,0.602,,
610,4/13/2021,19:00:00+00:00,FC Porto,CHE,POR,q,0,1,0,1.05,1.1,0.643,0.646,1.307,,
611,4/13/2021,19:00:00+00:00,Bayern Munich,PSG,BMU,q,0,1,0,1.05,1.982,1.491,1.442,2.715,,
612,4/14/2021,19:00:00+00:00,Real Madrid,LIV,MAD,q,0,0,0,0,1.347,0.813,3.357,0.916,,
613,4/14/2021,19:00:00+00:00,Manchester City,DOR,MNC,q,1,2,1.05,2.1,0.6,2.983,1.033,1.563,,
614,4/27/2021,19:00:00+00:00,Chelsea,MAD,CHE,s,1,1,1.05,1.05,0.701,1.524,1.446,1.398,,
615,4/28/2021,19:00:00+00:00,Manchester City,PSG,MNC,s,1,2,1.05,2.1,1.761,1.005,1.78,1.073,,
616,5/4/2021,19:00:00+00:00,Paris Saint-Germain,MNC,PSG,s,2,0,2.1,0,1.653,0.9,1.31,1.353,,
617,5/5/2021,19:00:00+00:00,Real Madrid,CHE,MAD,s,2,0,2.1,0,3.647,0.453,1.687,0.61,,
618,5/29/2021,19:00:00+00:00,Chelsea,MNC,CHE,f,0,1,0,1.05,0.515,1.381,1.122,1.435,,
619,9/14/2021,16:45:00+00:00,Manchester United,BSCY,MAN,g,2,1,1.68,1.05,1.459,0.638,1.291,0.587,F,1
620,9/14/2021,16:45:00+00:00,FC Salzburg,SEV,SAL,g,1,1,1.05,1.05,1.47,2.79,1.163,0.986,G,1
621,9/14/2021,19:00:00+00:00,Zenit St Petersburg,CHE,ZEN,g,1,0,1.05,0,0.817,0.771,2.319,0.649,H,1
622,9/14/2021,19:00:00+00:00,Bayern Munich,BAR,BMU,g,0,3,0,2.772,0.231,2.564,0.407,2.342,E,1
623,9/14/2021,19:00:00+00:00,Atalanta,VLR,ATA,g,2,2,2.1,2.1,2.656,1.034,1.199,1.083,F,1
624,9/14/2021,19:00:00+00:00,Juventus,MAL,JUV,g,0,3,0,3.15,0.459,2.912,0.871,1.702,H,1
625,9/14/2021,19:00:00+00:00,Benfica,KIEV,BEN,g,0,0,0,0,0.585,1.215,0.355,1.11,E,1
626,9/14/2021,19:00:00+00:00,VfL Wolfsburg,LLE,WLF,g,0,0,0,0,1.365,0.065,1.826,0.389,G,1
627,9/15/2021,16:45:00+00:00,Borussia Dortmund,BES,DOR,g,1,2,1.05,2.1,1.137,3.274,2.051,3.422,C,1
628,9/15/2021,16:45:00+00:00,Shakhtar Donetsk,FST,SHK,g,2,0,2.1,0,1.108,0.866,1.081,2.407,D,1
629,9/15/2021,19:00:00+00:00,Paris Saint-Germain,CBKV,PSG,g,1,1,1.05,1.05,1.351,1.863,1.101,1.805,A,1
630,9/15/2021,19:00:00+00:00,AC Milan,LIV,MIL,g,3,2,3.15,2.1,2.933,1.545,2.466,0.902,B,1
631,9/15/2021,19:00:00+00:00,RB Leipzig,MNC,RBL,g,6,3,5.671,3.15,2.636,0.927,1.254,1.225,A,1
632,9/15/2021,19:00:00+00:00,Real Madrid,INT,MAD,g,0,1,0,1.05,2.24,1.003,1.63,2.331,D,1
633,9/15/2021,19:00:00+00:00,FC Porto,ATL,POR,g,0,0,0,0,0.372,1.743,0.843,0.634,B,1
634,9/15/2021,19:00:00+00:00,Ajax,SCP,AJX,g,1,5,1.05,5.25,0.641,2.73,0.745,1.244,C,1
635,9/28/2021,16:45:00+00:00,Besiktas,AJX,BES,g,2,0,2.1,0,3.303,0.538,3.15,0.684,C,2
636,9/28/2021,16:45:00+00:00,Internazionale,SHK,INT,g,0,0,0,0,1.159,0.957,0.823,1.091,D,2
637,9/28/2021,19:00:00+00:00,Atletico Madrid,MIL,ATL,g,1,2,1.05,1.68,0.657,2.409,0.441,2.963,B,2
638,9/28/2021,19:00:00+00:00,FC Sheriff Tiraspol,MAD,FST,g,1,2,1.05,2.1,3.11,0.308,3.575,0.474,D,2
639,9/28/2021,19:00:00+00:00,Sporting CP,DOR,SCP,g,1,0,1.05,0,0.396,0.379,0.633,0.814,C,2
640,9/28/2021,19:00:00+00:00,Liverpool,POR,LIV,g,1,5,1.05,4.809,1.026,4.11,1.038,1.527,B,2
641,9/28/2021,19:00:00+00:00,Manchester City,PSG,MNC,g,2,0,2.009,0,0.576,2.838,0.941,2.357,A,2
642,9/28/2021,19:00:00+00:00,Club Brugge,RBL,CBKV,g,1,2,1.05,2.1,1.23,1.422,2.135,1.118,A,2
643,9/29/2021,16:45:00+00:00,Young Boys,ATA,BSCY,g,1,0,1.05,0,2.171,0.09,2.769,0.565,F,2
644,9/29/2021,16:45:00+00:00,Malmo FF,ZEN,MAL,g,4,0,3.155,0,2.742,0.452,3.51,0.557,H,2
645,9/29/2021,19:00:00+00:00,Villarreal,MAN,VLR,g,2,1,2.1,1.05,1.266,2.75,2.257,0.972,F,2
646,9/29/2021,19:00:00+00:00,Lille,SAL,LLE,g,2,1,2.1,1.05,2.253,0.449,0.781,0.88,G,2
647,9/29/2021,19:00:00+00:00,Chelsea,JUV,CHE,g,1,0,1.05,0,0.815,1.522,0.586,2.679,H,2
648,9/29/2021,19:00:00+00:00,Sevilla FC,WLF,SEV,g,1,1,1.05,0.84,1.272,1.099,0.965,1.021,G,2
649,9/29/2021,19:00:00+00:00,Dynamo Kiev,BMU,KIEV,g,5,0,4.725,0,2.518,0.32,3.547,0.885,E,2
650,9/29/2021,19:00:00+00:00,Barcelona,BEN,BAR,g,3,0,2.928,0,1.945,1.483,1.181,1.319,E,2
651,10/19/2021,16:45:00+00:00,Manchester City,CBKV,MNC,g,1,5,1.05,4.903,0.679,4.858,0.721,2.707,A,3
652,10/19/2021,16:45:00+00:00,Sporting CP,BES,SCP,g,1,4,1.05,3.706,0.826,4.598,1.113,1.638,C,3
653,10/19/2021,19:00:00+00:00,Borussia Dortmund,AJX,DOR,g,4,0,4.165,0,2.029,1.191,2.938,1.017,C,3
654,10/19/2021,19:00:00+00:00,FC Sheriff Tiraspol,INT,FST,g,3,1,3.15,1.05,2.361,0.436,3.792,0.95,D,3
655,10/19/2021,19:00:00+00:00,Liverpool,ATL,LIV,g,2,3,2.1,2.94,2.101,1.256,0.916,1.521,B,3
656,10/19/2021,19:00:00+00:00,Real Madrid,SHK,MAD,g,0,5,0,4.725,0.453,2.199,0.823,2.733,D,3
657,10/19/2021,19:00:00+00:00,AC Milan,POR,MIL,g,1,0,1.05,0,1.46,0.139,1.964,0.603,B,3
658,10/19/2021,19:00:00+00:00,RB Leipzig,PSG,RBL,g,3,2,3.15,2.1,3.727,2.095,1.45,2.245,A,3
659,10/20/2021,16:45:00+00:00,VfL Wolfsburg,SAL,WLF,g,3,1,2.971,1.05,2.563,0.876,1.589,0.786,G,3
660,10/20/2021,16:45:00+00:00,Dynamo Kiev,BAR,KIEV,g,1,0,1.05,0,2.341,0.112,2.374,0.418,E,3
661,10/20/2021,19:00:00+00:00,Malmo FF,CHE,MAL,g,4,0,4.2,0,2.533,0.072,2.749,0.133,H,3
662,10/20/2021,19:00:00+00:00,Atalanta,MAN,ATA,g,3,2,3.15,2.1,3.045,1.594,1.914,0.947,F,3
663,10/20/2021,19:00:00+00:00,Villarreal,BSCY,VLR,g,1,4,1.05,3.206,2,3.005,1.14,1.071,F,3
664,10/20/2021,19:00:00+00:00,Bayern Munich,BEN,BMU,g,0,4,0,3.295,0.748,3.187,1.124,2.115,E,3
665,10/20/2021,19:00:00+00:00,Juventus,ZEN,JUV,g,0,1,0,1.05,0.597,1.027,0.678,1.942,H,3
666,10/20/2021,19:00:00+00:00,Sevilla FC,LLE,SEV,g,0,0,0,0,0.81,0.827,0.592,0.864,G,3
667,11/2/2021,17:45:00+00:00,FC Salzburg,WLF,SAL,g,2,1,2.1,1.05,1.694,1.533,1.087,0.865,G,4
668,11/2/2021,17:45:00+00:00,Chelsea,MAL,CHE,g,0,1,0,1.05,0.233,2.484,0.21,2.999,H,4
669,11/2/2021,20:00:00+00:00,Manchester United,ATA,MAN,g,2,2,2.1,2.1,1.56,1.141,0.688,1.8,F,4
670,11/2/2021,20:00:00+00:00,Zenit St Petersburg,JUV,ZEN,g,4,2,3.818,2.1,2.807,1.436,2.245,1.355,H,4
671,11/2/2021,20:00:00+00:00,Young Boys,VLR,BSCY,g,2,0,1.619,0,2.514,1.092,1.549,1.302,F,4
672,11/2/2021,20:00:00+00:00,Benfica,BMU,BEN,g,5,2,4.89,2.1,4.77,0.894,3.745,0.614,E,4
673,11/2/2021,20:00:00+00:00,Barcelona,KIEV,BAR,g,0,1,0,1.05,1.087,0.813,0.81,1.62,E,4
674,11/2/2021,20:00:00+00:00,Lille,SEV,LLE,g,1,2,1.05,2.1,0.979,2.082,1.023,1.033,G,4
675,11/3/2021,17:45:00+00:00,FC Porto,MIL,POR,g,1,1,1.05,1.05,0.765,1.94,1.189,1.788,B,4
676,11/3/2021,17:45:00+00:00,Shakhtar Donetsk,MAD,SHK,g,2,1,2.1,1.05,1.815,1.141,3.101,1.505,D,4
677,11/3/2021,20:00:00+00:00,Atletico Madrid,LIV,ATL,g,2,0,2.1,0,3.072,0.242,1.765,0.489,B,4
678,11/3/2021,20:00:00+00:00,Club Brugge,MNC,CBKV,g,4,1,3.64,1.05,4.318,0.681,3.974,0.432,A,4
679,11/3/2021,20:00:00+00:00,Ajax,DOR,AJX,g,1,3,1.05,2.1,1.694,1.873,0.937,2.162,C,4
680,11/3/2021,20:00:00+00:00,Besiktas,SCP,BES,g,4,0,4.2,0,2.769,1.237,1.21,0.627,C,4
681,11/3/2021,20:00:00+00:00,Internazionale,FST,INT,g,1,3,1.05,2.842,0.288,2.963,0.437,3.19,D,4
682,11/3/2021,20:00:00+00:00,Paris Saint-Germain,RBL,PSG,g,2,2,2.1,2.1,3.197,2.749,2.068,0.939,A,4
683,11/23/2021,17:45:00+00:00,Manchester United,VLR,MAN,g,0,2,0,1.596,0.638,1.291,1.081,0.745,F,5
684,11/23/2021,17:45:00+00:00,Bayern Munich,KIEV,BMU,g,1,2,1.05,2.1,1.121,1.148,1.118,2.453,E,5
685,11/23/2021,20:00:00+00:00,Juventus,CHE,JUV,g,4,0,3.675,0,3.024,0.762,2.033,0.714,H,5
686,11/23/2021,20:00:00+00:00,Benfica,BAR,BEN,g,0,0,0,0,1.241,0.606,1.449,0.575,E,5
687,11/23/2021,20:00:00+00:00,Zenit St Petersburg,MAL,ZEN,g,1,1,1.05,1.05,0.236,1.857,0.452,1.508,H,5
688,11/23/2021,20:00:00+00:00,Atalanta,BSCY,ATA,g,3,3,3.15,3.15,0.777,0.958,1.052,1.459,F,5
689,11/23/2021,20:00:00+00:00,FC Salzburg,LLE,SAL,g,1,0,1.05,0,0.846,0.483,1.065,0.791,G,5
690,11/23/2021,20:00:00+00:00,VfL Wolfsburg,SEV,WLF,g,2,0,1.575,0,1.53,0.289,1.707,0.762,G,5
691,11/24/2021,17:45:00+00:00,Shakhtar Donetsk,INT,SHK,g,2,0,2.1,0,2.479,0.49,2.064,0.775,D,5
692,11/24/2021,17:45:00+00:00,Ajax,BES,AJX,g,1,2,1.05,2.1,1.785,2.56,0.842,3.162,C,5
693,11/24/2021,20:00:00+00:00,RB Leipzig,CBKV,RBL,g,0,5,0,4.725,0.891,3.942,1.183,2.579,A,5
694,11/24/2021,20:00:00+00:00,FC Porto,LIV,POR,g,2,0,2.1,0,0.756,1.145,1.6,1.213,B,5
695,11/24/2021,20:00:00+00:00,Paris Saint-Germain,MNC,PSG,g,2,1,2.1,1.05,1.797,1.288,2.055,0.721,A,5
696,11/24/2021,20:00:00+00:00,AC Milan,ATL,MIL,g,0,1,0,1.05,0.95,1.354,0.809,1.429,B,5
697,11/24/2021,20:00:00+00:00,Borussia Dortmund,SCP,DOR,g,3,1,2.715,1.05,2.004,1.752,0.918,2.071,C,5
698,11/24/2021,20:00:00+00:00,Real Madrid,FST,MAD,g,0,3,0,3.15,1.241,1.414,0.69,3.268,D,5
699,12/7/2021,17:45:00+00:00,Club Brugge,PSG,CBKV,g,4,1,4.053,1.05,4.007,1.073,1.941,1.409,A,6
700,12/7/2021,17:45:00+00:00,Manchester City,RBL,MNC,g,2,1,2.086,1.05,1.398,1.535,1.18,1.973,A,6
701,12/7/2021,20:00:00+00:00,Sporting CP,AJX,SCP,g,4,2,4.2,2.1,2.176,1.067,1.637,0.742,C,6
702,12/7/2021,20:00:00+00:00,Liverpool,MIL,LIV,g,1,2,1.05,2.1,1.203,1.651,1.22,1.025,B,6
703,12/7/2021,20:00:00+00:00,Internazionale,MAD,INT,g,2,0,1.705,0,0.975,0.965,1.472,1.998,D,6
704,12/7/2021,20:00:00+00:00,Besiktas,DOR,BES,g,5,0,4.2,0,3.731,0.029,3.995,0.377,C,6
705,12/7/2021,20:00:00+00:00,FC Sheriff Tiraspol,SHK,FST,g,1,1,1.05,1.05,1.758,1.058,2.293,1.198,D,6
706,12/7/2021,20:00:00+00:00,Atletico Madrid,POR,ATL,g,1,3,1.05,2.121,1.594,3.898,1.111,0.47,B,6
707,12/8/2021,17:45:00+00:00,Malmo FF,JUV,MAL,g,1,0,1.05,0,2.165,0.199,1.528,0.441,H,6
708,12/8/2021,17:45:00+00:00,Chelsea,ZEN,CHE,g,3,3,3.15,3.15,2.14,2.384,1.671,2.545,H,6
709,12/8/2021,20:00:00+00:00,Young Boys,MAN,BSCY,g,1,1,1.05,1.05,1.157,1.391,0.649,1.88,F,6
710,12/8/2021,20:00:00+00:00,Sevilla FC,SAL,SEV,g,1,0,1.05,0,0.721,0.983,0.462,0.523,G,6
711,12/8/2021,20:00:00+00:00,Lille,WLF,LLE,g,1,3,1.05,2.934,0.651,2.386,1.124,0.674,G,6
712,12/8/2021,20:00:00+00:00,Barcelona,BMU,BAR,g,3,0,3.15,0,2.275,0.437,1.71,0.968,E,6
713,12/8/2021,20:00:00+00:00,Dynamo Kiev,BEN,KIEV,g,2,0,2.1,0,1.215,0.935,0.966,1.709,E,6
714,12/9/2021,18:00:00+00:00,Villarreal,ATA,VLR,g,2,3,2.1,3.15,1.92,1.823,2.238,0.793,F,6
715,2/15/2022,20:00:00+00:00,Manchester City,SCP,MNC,k,0,5,0,5.25,0.143,2.358,0.502,1.27,,
716,2/15/2022,20:00:00+00:00,Real Madrid,PSG,MAD,k,1,0,1.05,0,2.025,0.168,1.934,0.381,,
717,2/16/2022,20:00:00+00:00,Bayern Munich,SAL,BMU,k,1,1,1.05,1.05,1.041,2.49,0.743,3.178,,
718,2/16/2022,20:00:00+00:00,Liverpool,INT,LIV,k,0,2,0,2.1,0.486,1.578,1.444,1.299,,
719,2/22/2022,20:00:00+00:00,Lille,CHE,LLE,k,2,0,2.1,0,1.553,0.689,1.311,0.796,,
720,2/22/2022,20:00:00+00:00,Juventus,VLR,JUV,k,1,1,1.05,1.05,1.136,0.451,1.184,0.916,,
721,2/23/2022,20:00:00+00:00,Manchester United,ATL,MAN,k,1,1,1.05,1.05,1.632,0.451,0.806,0.483,,
722,2/23/2022,20:00:00+00:00,Ajax,BEN,AJX,k,2,2,2.1,2.1,1.736,1.967,1.174,1.03,,
723,3/8/2022,20:00:00+00:00,Internazionale,LIV,INT,k,0,1,0,1.05,1.982,0.39,2.154,0.535,,
724,3/8/2022,20:00:00+00:00,FC Salzburg,BMU,SAL,k,7,1,7.35,1.05,3.517,0.627,2.766,0.522,,
725,3/9/2022,20:00:00+00:00,Sporting CP,MNC,SCP,k,0,0,0,0,1.7,0.599,2.124,0.195,,
726,3/9/2022,20:00:00+00:00,Paris Saint-Germain,MAD,PSG,k,3,1,3.15,1.05,2.118,1.93,2.401,1.121,,
727,3/15/2022,20:00:00+00:00,Atletico Madrid,MAN,ATL,k,0,1,0,1.05,1.01,0.638,1.239,0.556,,
728,3/15/2022,20:00:00+00:00,Benfica,AJX,BEN,k,0,1,0,1.05,1.036,0.592,3.153,0.836,,
729,3/16/2022,20:00:00+00:00,Villarreal,JUV,VLR,k,0,3,0,3.15,1.475,2.392,1.287,0.878,,
730,3/16/2022,20:00:00+00:00,Chelsea,LLE,CHE,k,1,2,1.05,2.1,1.369,1.105,0.847,0.508,,
731,4/5/2022,19:00:00+00:00,Atletico Madrid,MNC,ATL,q,1,0,1.05,0,1.199,0,1.445,0.289,,
732,4/5/2022,19:00:00+00:00,Liverpool,BEN,LIV,q,1,3,1.05,3.15,0.945,3.796,0.626,2.271,,
733,4/6/2022,19:00:00+00:00,Real Madrid,CHE,MAD,q,1,3,1.05,3.15,1.616,0.952,1.525,0.502,,
734,4/6/2022,19:00:00+00:00,Bayern Munich,VLR,BMU,q,1,0,1.05,0,1.617,1.284,1.469,2.301,,
735,4/12/2022,19:00:00+00:00,Chelsea,MAD,CHE,q,2,3,2.1,3.15,1.212,2.842,1.286,2.857,,
736,4/12/2022,19:00:00+00:00,Villarreal,BMU,VLR,q,1,1,1.05,1.05,1.464,0.732,2.783,0.561,,
737,4/13/2022,19:00:00+00:00,Benfica,LIV,BEN,q,3,3,3.15,3.15,2.307,0.944,3.088,0.555,,
738,4/13/2022,19:00:00+00:00,Manchester City,ATL,MNC,q,0,0,0,0,0.807,0.974,1.006,1.187,,
739,4/26/2022,19:00:00+00:00,Real Madrid,MNC,MAD,s,4,3,4.2,3.15,3.307,1.62,1.739,0.98,,
740,4/27/2022,19:00:00+00:00,Villarreal,LIV,VLR,s,2,0,2.1,0,1.843,0.09,2.481,0.186,,
741,5/3/2022,19:00:00+00:00,Liverpool,VLR,LIV,s,2,3,2.1,3.15,1.478,1.587,0.86,1.607,,
742,5/4/2022,19:00:00+00:00,Manchester City,MAD,MNC,s,3,1,3.15,1.05,2.602,1.731,2.397,1.841,,
743,5/28/2022,19:36:00+00:00,Real Madrid,LIV,MAD,f,0,1,0,1.05,2.124,0.74,2.804,0.506,,
